filename,width,height,class,xmin,ymin,xmax,ymax,image_id
Egg Curry 27.jpg,640,640,Egg Curry,63,215,621,601,10768
Egg Curry 29.jpg,640,640,Egg Curry,117,208,536,576,10769
Egg Curry 3.jpg,640,640,Egg Curry,202,123,502,588,10770
Egg Curry 31.jpg,640,640,Egg Curry,171,117,452,463,10771
Egg Curry 32.jpg,640,640,Egg Curry,129,191,532,481,10772
Egg Curry 36.jpg,640,640,Egg Curry,221,188,549,540,10773
Egg Curry 37.jpg,640,640,Egg Curry,89,48,568,551,10774
Egg Curry 38.jpg,640,640,Egg Curry,190,343,591,639,10775
Egg Curry 39.jpg,640,640,Egg Curry,138,275,534,498,10776
Egg Curry 4.jpg,640,640,Egg Curry,88,210,566,579,10777
Egg Curry 40.jpg,640,640,Egg Curry,20,121,640,565,10778
Egg Curry 41.jpg,640,640,Egg Curry,108,98,568,635,10779
Egg Curry 42.jpg,640,640,Egg Curry,187,132,475,495,10780
Egg Curry 43.jpg,640,640,Egg Curry,150,219,498,433,10781
Egg Curry 45.jpg,640,640,Egg Curry,133,332,525,622,10782
Egg Curry 46.jpg,640,640,Egg Curry,129,215,549,554,10783
Egg Curry 47.jpg,640,640,Egg Curry,238,174,487,533,10784
Egg Curry 48.jpg,640,640,Egg Curry,183,216,498,521,10785
Egg Curry 49.jpg,640,640,Egg Curry,202,192,433,567,10786
Egg Curry 5.jpg,640,640,Egg Curry,15,214,640,550,10787
Egg Curry 50.jpg,640,640,Egg Curry,94,378,635,626,10788
Egg Curry 51.jpg,640,640,Egg Curry,113,112,595,627,10789
Egg Curry 52.jpg,640,640,Egg Curry,156,171,607,510,10790
Egg Curry 53.jpg,640,640,Egg Curry,80,61,515,577,10791
Egg Curry 54.jpg,640,640,Egg Curry,93,69,596,519,10792
Egg Curry 57.jpg,640,640,Egg Curry,104,295,490,610,10793
Egg Curry 58.jpg,640,640,Egg Curry,138,115,640,520,10794
Egg Curry 59.jpg,640,640,Egg Curry,50,49,544,606,10795
Egg Curry 6.jpg,640,640,Egg Curry,78,215,547,544,10796
Egg Curry 60.jpg,640,640,Egg Curry,56,94,558,576,10797
Egg Curry 62.jpg,640,640,Egg Curry,76,206,551,460,10798
Egg Curry 64.jpg,640,640,Egg Curry,46,156,510,500,10799
Egg Curry 65.jpg,640,640,Egg Curry,77,66,588,508,10800
Egg Curry 66.jpg,640,640,Egg Curry,94,225,590,584,10801
Egg Curry 67.jpg,640,640,Egg Curry,29,146,640,522,10802
Egg Curry 68.jpg,640,640,Egg Curry,100,315,479,431,10803
Egg Curry 69.jpg,640,640,Egg Curry,65,49,527,598,10804
Egg Curry 70.jpg,640,640,Egg Curry,238,188,568,513,10805
Egg Curry 71.jpg,640,640,Egg Curry,82,56,583,563,10806
Egg Curry 73.jpg,640,640,Egg Curry,119,155,523,433,10807
Egg Curry 74.jpg,640,640,Egg Curry,38,69,602,599,10808
Egg Curry 75.jpg,640,640,Egg Curry,83,173,576,538,10809
Egg Curry 76.jpg,640,640,Egg Curry,47,51,640,582,10810
Egg Curry 77.jpg,640,640,Egg Curry,21,38,633,583,10811
Egg Curry 78.jpg,640,640,Egg Curry,268,269,602,517,10812
Egg Curry 8.jpg,640,640,Egg Curry,137,133,598,533,10813
Egg Curry 81.jpg,640,640,Egg Curry,121,138,544,540,10814
Egg Curry 83.jpg,640,640,Egg Curry,324,198,529,398,10815
Egg Curry 84.jpg,640,640,Egg Curry,64,67,565,629,10816
Egg Curry 85.jpg,640,640,Egg Curry,95,117,554,583,10817
Egg Curry 86.jpg,640,640,Egg Curry,116,242,608,608,10818
Egg Curry 87.jpg,640,640,Egg Curry,85,174,614,522,10819
Egg Curry 88.jpg,640,640,Egg Curry,98,110,538,513,10820
Egg Curry 89.jpg,640,640,Egg Curry,240,126,567,425,10821
Egg Curry 90.jpg,640,640,Egg Curry,41,103,542,510,10822
Egg Curry 91.jpg,640,640,Egg Curry,90,62,550,606,10823
Egg Fried Rice 10.jpg,259,194,Egg Fried Rice,42,26,242,171,10824
Egg Fried Rice 11.jpg,275,183,Egg Fried Rice,66,46,205,168,10825
Egg Fried Rice 12.jpg,225,225,Egg Fried Rice,1,1,225,206,10826
Egg Fried Rice 14.jpg,225,225,Egg Fried Rice,9,64,223,208,10827
Egg Fried Rice 15.jpg,194,259,Egg Fried Rice,1,18,170,243,10828
Egg Fried Rice 16.jpg,300,168,Egg Fried Rice,1,1,255,160,10829
Egg Fried Rice 17.jpg,275,183,Egg Fried Rice,71,36,246,160,10830
Egg Fried Rice 18.jpg,259,194,Egg Fried Rice,72,7,201,154,10831
Egg Fried Rice 19.jpg,225,225,Egg Fried Rice,1,19,225,225,10832
Egg Fried Rice 20.jpg,310,163,Egg Fried Rice,34,2,278,163,10833
Egg Fried Rice 21.jpg,225,225,Egg Fried Rice,27,34,193,195,10834
Egg Fried Rice 22.jpg,300,168,Egg Fried Rice,1,1,299,168,10835
Egg Fried Rice 24.jpg,275,183,Egg Fried Rice,54,11,235,160,10836
Egg Fried Rice 27.jpg,183,275,Egg Fried Rice,14,60,181,236,10837
Egg Fried Rice 29.jpg,225,225,Egg Fried Rice,46,104,190,225,10838
Egg Fried Rice 29.jpg,225,225,Egg Fried Rice,1,1,152,63,10838
Egg Fried Rice 3.jpg,259,194,Egg Fried Rice,22,20,250,155,10839
Egg Fried Rice 30.jpg,220,229,Egg Fried Rice,1,78,220,198,10840
Egg Fried Rice 30.jpg,220,229,Egg Fried Rice,128,48,220,116,10840
Egg Fried Rice 31.jpg,183,275,Egg Fried Rice,1,59,182,253,10841
Egg Fried Rice 32.jpg,225,225,Egg Fried Rice,1,1,224,225,10842
Egg Fried Rice 33.jpg,225,225,Egg Fried Rice,63,55,217,163,10843
Egg Fried Rice 34.jpg,225,225,Egg Fried Rice,45,10,222,186,10844
Egg Fried Rice 35.jpg,300,168,Egg Fried Rice,7,1,289,168,10845
Egg Fried Rice 36.jpg,275,183,Egg Fried Rice,1,7,249,183,10846
Egg Fried Rice 37.jpg,300,168,Egg Fried Rice,42,49,257,116,10847
Egg Fried Rice 38.jpg,183,275,Egg Fried Rice,23,55,177,211,10848
Egg Fried Rice 39.jpg,308,164,Egg Fried Rice,45,1,307,164,10849
Egg Fried Rice 4.jpg,237,213,Egg Fried Rice,2,24,209,194,10850
Egg Fried Rice 40.jpg,225,225,Egg Fried Rice,18,72,193,189,10851
Egg Fried Rice 41.jpg,288,175,Egg Fried Rice,37,16,218,109,10852
Egg Fried Rice 42.jpg,183,275,Egg Fried Rice,46,120,142,221,10853
Egg Fried Rice 42.jpg,183,275,Egg Fried Rice,1,10,62,101,10853
Egg Fried Rice 43.jpg,259,194,Egg Fried Rice,88,20,255,186,10854
Egg Fried Rice 44.jpg,201,250,Egg Fried Rice,18,76,200,204,10855
Egg Fried Rice 45.jpg,225,225,Egg Fried Rice,11,55,218,167,10856
Egg Fried Rice 46.jpg,225,225,Egg Fried Rice,18,82,212,210,10857
Egg Fried Rice 46.jpg,225,225,Egg Fried Rice,81,6,168,62,10857
Egg Fried Rice 48.jpg,183,275,Egg Fried Rice,16,111,169,186,10858
Egg Fried Rice 49.jpg,300,168,Egg Fried Rice,1,15,191,134,10859
Egg Fried Rice 5.jpg,225,225,Egg Fried Rice,2,18,204,225,10860
Egg Fried Rice 52.jpg,275,183,Egg Fried Rice,16,9,273,183,10861
Egg Fried Rice 53.jpg,225,225,Egg Fried Rice,59,22,188,210,10862
Egg Fried Rice 54.jpg,275,184,Egg Fried Rice,14,29,245,157,10863
Egg Fried Rice 55.jpg,300,168,Egg Fried Rice,34,19,208,162,10864
Egg Fried Rice 56.jpg,203,248,Egg Fried Rice,28,29,202,221,10865
Egg Fried Rice 57.jpg,299,168,Egg Fried Rice,44,31,227,164,10866
Egg Fried Rice 58.jpg,183,275,Egg Fried Rice,4,101,181,235,10867
Egg Fried Rice 58.jpg,183,275,Egg Fried Rice,1,3,62,112,10867
Egg Fried Rice 58.jpg,183,275,Egg Fried Rice,86,1,182,112,10867
Egg Fried Rice 6.jpg,225,225,Egg Fried Rice,24,39,202,204,10868
Egg Fried Rice 60.jpg,194,259,Egg Fried Rice,12,8,193,256,10869
Egg Fried Rice 62.jpg,183,275,Egg Fried Rice,1,43,170,241,10870
Egg Fried Rice 63.jpg,299,168,Egg Fried Rice,78,31,214,127,10871
Egg Fried Rice 64.jpg,316,159,Egg Fried Rice,73,2,238,159,10872
Egg Fried Rice 65.jpg,300,168,Egg Fried Rice,56,51,300,168,10873
Egg Fried Rice 66.jpg,275,183,Egg Fried Rice,123,35,250,147,10874
Egg Fried Rice 67.jpg,184,274,Egg Fried Rice,7,121,157,192,10875
Egg Fried Rice 69.jpg,183,275,Egg Fried Rice,2,70,182,248,10876
Egg Fried Rice 7.jpg,259,194,Egg Fried Rice,24,18,239,162,10877
Egg Fried Rice 70.jpg,259,194,Egg Fried Rice,1,8,258,194,10878
Egg Fried Rice 71.jpg,225,225,Egg Fried Rice,11,21,206,208,10879
Egg Fried Rice 72.jpg,190,265,Egg Fried Rice,2,93,176,265,10880
Egg Fried Rice 75.jpg,235,214,Egg Fried Rice,20,14,214,206,10881
Egg Fried Rice 8.jpg,225,225,Egg Fried Rice,1,2,217,225,10882
Egg Fried Rice 9.jpg,300,168,Egg Fried Rice,2,9,242,141,10883
Egg Maggi 10.jpg,675,900,Egg Maggi,1,157,675,761,10884
Egg Maggi 11.jpg,800,534,Egg Maggi,112,40,764,454,10885
Egg Maggi 13.jpg,675,900,Egg Maggi,22,129,655,706,10886
Egg Maggi 16.jpg,950,534,Egg Maggi,1,1,675,534,10887
Egg Maggi 17.jpg,1200,1200,Egg Maggi,1,1,1200,1013,10888
Egg Maggi 18.jpg,1200,1200,Egg Maggi,1,229,1200,1134,10889
Egg Maggi 2.jpg,1280,719,Egg Maggi,222,230,1164,653,10890
Egg Maggi 21.jpg,800,533,Egg Maggi,1,1,800,533,10891
Egg Maggi 22.jpg,800,533,Egg Maggi,125,119,633,434,10892
Egg Maggi 23.jpg,1200,800,Egg Maggi,127,151,984,671,10893
Egg Maggi 24.jpg,800,527,Egg Maggi,52,43,469,458,10894
Egg Maggi 25.jpg,940,788,Egg Maggi,1,1,938,778,10895
Egg Maggi 27.jpg,940,788,Egg Maggi,1,40,940,788,10896
Egg Maggi 29.jpg,940,788,Egg Maggi,1,1,940,788,10897
Egg Maggi 3.jpg,800,533,Egg Maggi,315,203,721,415,10898
Egg Maggi 30.jpg,480,360,Egg Maggi,192,37,480,303,10899
Egg Maggi 31.jpg,601,900,Egg Maggi,106,189,476,542,10900
Egg Maggi 32.jpg,600,900,Egg Maggi,123,323,443,641,10901
Egg Maggi 34.jpg,489,349,Egg Maggi,29,36,455,301,10902
Egg Maggi 35.jpg,620,360,Egg Maggi,63,35,516,332,10903
Egg Maggi 36.jpg,1280,720,Egg Maggi,576,42,1157,683,10904
Egg Maggi 37.jpg,1280,720,Egg Maggi,238,14,1280,679,10905
Egg Maggi 38.jpg,1280,720,Egg Maggi,373,200,1148,679,10906
Egg Maggi 39.jpg,1280,720,Egg Maggi,168,1,1280,572,10907
Egg Maggi 4.jpg,500,500,Egg Maggi,95,92,392,446,10908
Egg Maggi 40.jpg,2000,1125,Egg Maggi,409,11,1681,1004,10909
Egg Maggi 41.jpg,1280,720,Egg Maggi,430,1,1280,720,10910
Egg Maggi 43.jpg,675,900,Egg Maggi,129,314,555,752,10911
Egg Maggi 44.jpg,1200,630,Egg Maggi,103,1,1116,630,10912
Egg Maggi 45.jpg,640,408,Egg Maggi,63,129,566,393,10913
Egg Maggi 46.jpg,400,400,Egg Maggi,1,1,400,400,10914
Egg Maggi 47.jpg,800,600,Egg Maggi,312,306,800,600,10915
Egg Maggi 48.jpg,800,534,Egg Maggi,59,91,762,502,10916
Egg Maggi 49.JPG,1600,1204,Egg Maggi,218,155,1037,975,10917
Egg Maggi 50.jpg,800,450,Egg Maggi,1,1,690,450,10918
Egg Maggi 51.jpg,800,533,Egg Maggi,236,23,648,478,10919
Egg Maggi 52.jpg,734,465,Egg Maggi,70,44,651,465,10920
Egg Maggi 53.jpg,800,450,Egg Maggi,281,70,608,339,10921
Egg Maggi 54.jpg,751,532,Egg Maggi,29,63,638,532,10922
Egg Maggi 55.jpg,602,402,Egg Maggi,18,1,587,402,10923
Egg Maggi 57.jpg,266,150,Egg Maggi,62,5,202,145,10924
Egg Maggi 58.jpg,640,480,Egg Maggi,71,186,514,412,10925
Egg Maggi 59.jpg,1024,729,Egg Maggi,206,89,812,544,10926
Egg Maggi 60.jpg,1000,1000,Egg Maggi,1,312,833,830,10927
Egg Maggi 61.jpg,729,1024,Egg Maggi,33,225,684,849,10928
Egg Maggi 62.jpg,696,905,Egg Maggi,1,104,696,875,10929
Egg Maggi 7.jpg,250,325,Egg Maggi,14,153,230,300,10930
Egg Maggi 8.jpg,800,450,Egg Maggi,1,1,800,450,10931
Egg Maggi 9.jpg,675,900,Egg Maggi,1,3,675,900,10932
Egg Poach 1.jpg,275,183,Egg Poach,70,33,204,112,10933
Egg Poach 11.jpg,183,275,Egg Poach,17,58,183,222,10934
Egg Poach 12.jpg,183,275,Egg Poach,30,127,121,185,10935
Egg Poach 13.jpg,300,168,Egg Poach,70,6,161,109,10936
Egg Poach 14.jpg,183,275,Egg Poach,32,122,162,217,10937
Egg Poach 15.jpg,183,276,Egg Poach,79,101,172,164,10938
Egg Poach 16.jpg,195,259,Egg Poach,24,71,147,179,10939
Egg Poach 17.jpg,183,275,Egg Poach,55,115,157,191,10940
Egg Poach 18.jpg,225,225,Egg Poach,53,54,155,180,10941
Egg Poach 19.jpg,190,265,Egg Poach,136,215,167,249,10942
Egg Poach 2.jpg,225,225,Egg Poach,9,19,217,210,10943
Egg Poach 20.jpg,300,168,Egg Poach,78,39,186,104,10944
Egg Poach 23.jpg,225,225,Egg Poach,43,52,192,181,10945
Egg Poach 24.jpg,201,251,Egg Poach,36,95,165,179,10946
Egg Poach 26.jpg,275,183,Egg Poach,144,46,200,117,10947
Egg Poach 27.jpg,183,275,Egg Poach,17,75,139,186,10948
Egg Poach 28.jpg,225,225,Egg Poach,13,3,218,223,10949
Egg Poach 29.jpg,183,275,Egg Poach,36,84,154,183,10950
Egg Poach 3.jpg,225,225,Egg Poach,81,71,169,169,10951
Egg Poach 32.jpg,225,225,Egg Poach,12,11,196,223,10952
Egg Poach 33.jpg,112,400,Egg Poach,35,320,102,370,10953
Egg Poach 35.jpg,275,183,Egg Poach,76,63,178,151,10954
Egg Poach 37.jpg,225,225,Egg Poach,1,51,164,156,10955
Egg Poach 39.jpg,259,194,Egg Poach,63,33,248,149,10956
Egg Poach 4.jpg,300,168,Egg Poach,59,40,199,142,10957
Egg Poach 40.jpg,225,225,Egg Poach,45,76,174,180,10958
Egg Poach 41.jpg,257,196,Egg Poach,46,11,215,128,10959
Egg Poach 42.jpg,278,181,Egg Poach,91,93,180,167,10960
Egg Poach 43.jpg,190,266,Egg Poach,52,84,173,186,10961
Egg Poach 45.jpg,183,275,Egg Poach,4,54,182,226,10962
Egg Poach 46.jpg,259,194,Egg Poach,74,59,175,140,10963
Egg Poach 47.jpg,300,168,Egg Poach,55,58,183,134,10964
Egg Poach 48.jpg,259,194,Egg Poach,10,30,241,112,10965
Egg Poach 49.jpg,196,257,Egg Poach,64,126,122,186,10966
Egg Poach 5.jpg,275,183,Egg Poach,51,43,181,150,10967
Egg Poach 50.jpg,235,214,Egg Poach,87,46,170,121,10968
Egg Poach 51.jpg,256,197,Egg Poach,27,43,181,163,10969
Egg Poach 52.jpg,172,294,Egg Poach,100,213,159,269,10970
Egg Poach 53.jpg,275,183,Egg Poach,62,31,255,168,10971
Egg Poach 54.jpg,275,183,Egg Poach,49,13,198,118,10972
Egg Poach 56.jpg,189,267,Egg Poach,1,37,187,238,10973
Egg Poach 57.jpg,197,256,Egg Poach,21,34,157,142,10974
Egg Poach 58.jpg,225,225,Egg Poach,57,57,140,120,10975
Egg Poach 6.jpg,225,225,Egg Poach,50,45,177,155,10976
Egg Poach 60.jpg,275,183,Egg Poach,10,81,275,156,10977
Egg Poach 61.jpg,225,225,Egg Poach,66,42,171,161,10978
Egg Poach 62.jpg,183,275,Egg Poach,1,59,160,208,10979
Egg Poach 64.jpg,300,168,Egg Poach,72,26,221,114,10980
Egg Poach 65.jpg,275,183,Egg Poach,73,15,219,127,10981
Egg Poach 66.jpg,183,275,Egg Poach,9,67,182,228,10982
Egg Poach 67.jpg,259,194,Egg Poach,100,75,182,149,10983
Egg Poach 68.jpg,225,225,Egg Poach,36,16,212,175,10984
Egg Poach 8.jpg,288,175,Egg Poach,120,66,230,119,10985
Egg Poach 9.jpg,201,251,Egg Poach,58,84,129,145,10986
Egg Puffs 1.jpg,2560,1707,Egg Puffs,675,192,2215,1439,10987
Egg Puffs 10.JPG,2048,1786,Egg Puffs,160,678,2008,1471,10988
Egg Puffs 12.jpg,800,546,Egg Puffs,163,237,800,523,10989
Egg Puffs 13.jpg,750,500,Egg Puffs,357,270,691,500,10990
Egg Puffs 14.jpg,845,440,Egg Puffs,378,22,737,397,10991
Egg Puffs 15.jpg,1280,966,Egg Puffs,452,457,1154,966,10992
Egg Puffs 16.jpg,1024,1024,Egg Puffs,65,105,995,882,10993
Egg Puffs 17.jpg,1024,683,Egg Puffs,1,1,800,668,10994
Egg Puffs 19.jpg,800,533,Egg Puffs,224,67,502,245,10995
Egg Puffs 2.jpg,3264,2448,Egg Puffs,1489,750,3264,2448,10996
Egg Puffs 20.jpg,800,533,Egg Puffs,169,229,471,399,10997
Egg Puffs 21.jpg,800,533,Egg Puffs,269,112,611,292,10998
Egg Puffs 22.jpg,600,900,Egg Puffs,204,235,402,582,10999
Egg Puffs 23.jpg,750,1124,Egg Puffs,1,592,578,954,11000
Egg Puffs 24.jpg,800,533,Egg Puffs,336,172,648,330,11001
Egg Puffs 25.jpg,800,533,Egg Puffs,261,155,519,371,11002
Egg Puffs 26.jpg,800,533,Egg Puffs,130,37,556,470,11003
Egg Puffs 27.jpg,800,533,Egg Puffs,244,75,597,349,11004
Egg Puffs 29.jpg,800,533,Egg Puffs,104,195,725,512,11005
Egg Puffs 3.JPG,640,534,Egg Puffs,29,148,424,424,11006
Egg Puffs 3.JPG,640,534,Egg Puffs,223,44,613,319,11006
Egg Puffs 31.jpg,800,533,Egg Puffs,367,120,636,362,11007
Egg Puffs 32.jpg,3741,3085,Egg Puffs,1,1,3741,2902,11008
Egg Puffs 33.jpg,1600,1067,Egg Puffs,126,457,1164,1067,11009
Egg Puffs 34.jpg,720,720,Egg Puffs,83,164,668,706,11010
Egg Puffs 35.jpg,720,550,Egg Puffs,227,189,527,483,11011
Egg Puffs 36.jpg,500,375,Egg Puffs,1,49,500,328,11012
Egg Puffs 37.jpg,800,533,Egg Puffs,338,173,728,533,11013
Egg Puffs 40.jpg,1200,1200,Egg Puffs,304,609,800,1200,11014
Egg Puffs 41.jpg,800,533,Egg Puffs,316,67,707,444,11015
Egg Puffs 44.jpg,600,900,Egg Puffs,112,146,600,685,11016
Egg Puffs 45.jpg,1621,1080,Egg Puffs,576,92,1269,973,11017
Egg Puffs 46.jpg,600,900,Egg Puffs,140,139,600,579,11018
Egg Puffs 47.jpg,1280,850,Egg Puffs,4,310,734,705,11019
Egg Puffs 48.jpg,1200,1200,Egg Puffs,91,267,880,1144,11020
Egg Puffs 49.jpg,538,800,Egg Puffs,150,325,334,581,11021
Egg Puffs 5.JPG,1024,683,Egg Puffs,33,41,990,667,11022
Egg Puffs 50.jpg,1600,900,Egg Puffs,299,68,1441,873,11023
Egg Puffs 51.jpg,1280,720,Egg Puffs,208,1,1076,699,11024
Egg Puffs 52.jpg,700,800,Egg Puffs,249,218,700,598,11025
Egg Puffs 53.jpg,1280,720,Egg Puffs,152,234,907,720,11026
Egg Puffs 56.jpg,1216,912,Egg Puffs,147,246,831,819,11027
Egg Puffs 57.jpg,1200,630,Egg Puffs,321,239,777,630,11028
Egg Puffs 57.jpg,1200,630,Egg Puffs,601,3,1047,425,11028
Egg Puffs 58.jpg,1200,630,Egg Puffs,68,24,1172,630,11029
Egg Puffs 59.jpg,720,480,Egg Puffs,368,181,672,451,11030
Egg Puffs 59.jpg,720,480,Egg Puffs,157,194,400,480,11030
Egg Puffs 6.jpg,700,464,Egg Puffs,6,6,700,464,11031
Egg Puffs 60.jpg,800,533,Egg Puffs,333,107,608,344,11032
Egg Puffs 62.jpg,600,600,Egg Puffs,1,77,317,313,11033
Egg Puffs 63.jpg,225,150,Egg Puffs,88,1,225,81,11034
Egg Puffs 64.jpg,680,1020,Egg Puffs,146,261,659,607,11035
Egg Puffs 65.jpg,540,960,Egg Puffs,1,309,540,896,11036
Egg Puffs 66.jpg,960,600,Egg Puffs,95,28,828,600,11037
Egg Puffs 67.jpg,200,155,Egg Puffs,35,25,158,141,11038
Egg Puffs 70.jpg,500,375,Egg Puffs,6,75,426,310,11039
Egg Puffs 71.jpg,500,480,Egg Puffs,1,103,500,398,11040
Egg Puffs 72.jpg,1200,1400,Egg Puffs,1,62,1200,1268,11041
Egg Puffs 73.jpg,1024,762,Egg Puffs,249,147,816,486,11042
Egg Puffs 8.jpg,416,640,Egg Puffs,155,345,395,553,11043
Egg Puffs 9.JPG,1779,2048,Egg Puffs,837,808,1697,1642,11044
Egg Rice 10.jpg,500,500,Egg Rice,129,113,500,393,11045
Egg Rice 11.jpg,612,408,Egg Rice,116,90,430,386,11046
Egg Rice 12.jpg,680,1020,Egg Rice,16,395,680,916,11047
Egg Rice 13.jpg,612,459,Egg Rice,1,0,530,458,11048
Egg Rice 14.jpg,508,339,Egg Rice,156,17,462,319,11049
Egg Rice 15.jpg,612,408,Egg Rice,203,17,571,379,11050
Egg Rice 16.jpg,625,938,Egg Rice,5,267,625,819,11051
Egg Rice 17.jpg,1280,720,Egg Rice,98,78,1113,720,11052
Egg Rice 18.jpg,670,493,Egg Rice,0,1,635,475,11053
Egg Rice 2.jpg,1200,1818,Egg Rice,22,606,1199,1690,11054
Egg Rice 20.jpg,1200,1799,Egg Rice,40,510,1199,1590,11055
Egg Rice 21.jpg,3000,4000,Egg Rice,0,773,2955,3473,11056
Egg Rice 22.jpg,1401,2048,Egg Rice,41,433,1395,1678,11057
Egg Rice 23.jpg,1200,1200,Egg Rice,30,7,1200,1106,11058
Egg Rice 24.jpg,2560,1440,Egg Rice,106,316,2434,1438,11059
Egg Rice 26.jpg,720,1073,Egg Rice,1,394,682,850,11060
Egg Rice 27.jpg,3264,2448,Egg Rice,126,438,3240,2448,11061
Egg Rice 3.jpg,1200,1200,Egg Rice,28,86,1200,1142,11062
Egg Rice 30.jpg,612,345,Egg Rice,56,58,612,345,11063
Egg Rice 31.jpg,680,1018,Egg Rice,61,325,680,793,11064
Egg Rice 4.jpg,800,1200,Egg Rice,44,288,800,891,11065
Egg Rice 5.jpg,1200,1800,Egg Rice,17,570,1189,1551,11066
Egg Rice 7.jpg,1024,1024,Egg Rice,2,20,1024,1024,11067
Egg Rice 8.jpg,1000,1400,Egg Rice,29,243,1000,1192,11068
Egg Rice 9.jpg,720,400,Egg Rice,219,1,644,396,11069
Eggs Benedict 10.jpg,512,384,Eggs Benedict,57,140,258,340,11070
Eggs Benedict 13.jpg,384,512,Eggs Benedict,31,236,193,362,11071
Eggs Benedict 13.jpg,384,512,Eggs Benedict,154,287,328,400,11071
Eggs Benedict 15.jpg,512,384,Eggs Benedict,268,28,512,282,11072
Eggs Benedict 16.jpg,512,288,Eggs Benedict,152,73,347,244,11073
Eggs Benedict 16.jpg,512,288,Eggs Benedict,312,93,512,255,11073
Eggs Benedict 17.jpg,512,384,Eggs Benedict,42,134,279,384,11074
Eggs Benedict 17.jpg,512,384,Eggs Benedict,275,124,477,353,11074
Eggs Benedict 19.jpg,384,512,Eggs Benedict,1,206,181,433,11075
Eggs Benedict 19.jpg,384,512,Eggs Benedict,152,137,372,269,11075
Eggs Benedict 2.jpg,382,512,Eggs Benedict,223,133,382,376,11076
Eggs Benedict 20.jpg,512,384,Eggs Benedict,54,19,242,199,11077
Eggs Benedict 20.jpg,512,384,Eggs Benedict,274,35,432,198,11077
Eggs Benedict 21.jpg,384,512,Eggs Benedict,3,250,336,498,11078
Eggs Benedict 21.jpg,384,512,Eggs Benedict,187,78,384,342,11078
Eggs Benedict 22.jpg,512,384,Eggs Benedict,294,191,512,384,11079
Eggs Benedict 22.jpg,512,384,Eggs Benedict,285,70,499,200,11079
Eggs Benedict 23.jpg,384,512,Eggs Benedict,60,86,357,456,11080
Eggs Benedict 26.jpg,384,512,Eggs Benedict,90,207,308,374,11081
Eggs Benedict 27.jpg,384,512,Eggs Benedict,59,163,353,423,11082
Eggs Benedict 29.jpg,512,384,Eggs Benedict,74,143,217,253,11083
Eggs Benedict 29.jpg,512,384,Eggs Benedict,222,140,399,249,11083
Eggs Benedict 3.jpg,512,384,Eggs Benedict,188,75,426,180,11084
Eggs Benedict 30.jpg,512,384,Eggs Benedict,174,40,342,265,11085
Eggs Benedict 30.jpg,512,384,Eggs Benedict,317,40,488,257,11085
Eggs Benedict 31.jpg,384,512,Eggs Benedict,140,224,384,473,11086
Eggs Benedict 31.jpg,384,512,Eggs Benedict,180,65,384,254,11086
Eggs Benedict 32.jpg,384,512,Eggs Benedict,26,291,295,498,11087
Eggs Benedict 32.jpg,384,512,Eggs Benedict,1,223,130,380,11087
Eggs Benedict 33.jpg,512,341,Eggs Benedict,88,160,191,254,11088
Eggs Benedict 34.jpg,512,384,Eggs Benedict,2,113,245,317,11089
Eggs Benedict 34.jpg,512,384,Eggs Benedict,235,140,473,357,11089
Eggs Benedict 36.jpg,512,384,Eggs Benedict,1,112,262,351,11090
Eggs Benedict 38.jpg,384,512,Eggs Benedict,65,260,296,485,11091
Eggs Benedict 39.jpg,384,512,Eggs Benedict,1,256,222,475,11092
Eggs Benedict 4.jpg,512,384,Eggs Benedict,109,107,273,294,11093
Eggs Benedict 4.jpg,512,384,Eggs Benedict,270,53,434,240,11093
Eggs Benedict 40.jpg,512,384,Eggs Benedict,56,79,473,342,11094
Eggs Benedict 41.jpg,383,512,Eggs Benedict,1,21,245,308,11095
Eggs Benedict 42.jpg,512,384,Eggs Benedict,78,123,286,307,11096
Eggs Benedict 42.jpg,512,384,Eggs Benedict,258,75,497,243,11096
Eggs Benedict 43.jpg,512,384,Eggs Benedict,69,183,266,366,11097
Eggs Benedict 45.jpg,384,512,Eggs Benedict,1,37,377,389,11098
Eggs Benedict 46.jpg,512,384,Eggs Benedict,189,162,512,344,11099
Eggs Benedict 47.jpg,512,384,Eggs Benedict,103,160,350,297,11100
Eggs Benedict 48.jpg,512,384,Eggs Benedict,53,71,286,291,11101
Eggs Benedict 49.jpg,512,384,Eggs Benedict,135,91,263,192,11102
Eggs Benedict 49.jpg,512,384,Eggs Benedict,258,78,381,206,11102
Eggs Benedict 5.jpg,512,384,Eggs Benedict,51,170,417,380,11103
Eggs Benedict 5.jpg,512,384,Eggs Benedict,11,82,240,208,11103
Eggs Benedict 50.jpg,512,384,Eggs Benedict,95,113,384,384,11104
Eggs Benedict 51.jpg,384,512,Eggs Benedict,127,278,354,489,11105
Eggs Benedict 52.jpg,512,338,Eggs Benedict,10,27,512,338,11106
Eggs Benedict 53.jpg,512,384,Eggs Benedict,267,50,493,282,11107
Eggs Benedict 54.jpg,384,512,Eggs Benedict,1,208,297,481,11108
Eggs Benedict 54.jpg,384,512,Eggs Benedict,87,34,382,259,11108
Eggs Benedict 55.jpg,384,512,Eggs Benedict,17,54,343,347,11109
Eggs Benedict 56.jpg,382,512,Eggs Benedict,44,259,190,401,11110
Eggs Benedict 56.jpg,382,512,Eggs Benedict,59,163,199,271,11110
